pattern,offset
477423,6234814
834532,6234698
976290,6234516
272243,6234400
097264,6233460
815029,6233329
381011,6233319
481000,6232670
110386,6232479
865116,6232472
476285,6230677
612970,6229851
750247,6228282
919796,6228048
677489,6227623
776803,6227614
073308,6226521
043064,6226487
944933,6226393
919847,6226130
884594,6225559
778177,6224927
469504,6224463
523981,6224276
071139,6223921
844684,6223674
725135,6222027
210264,6221942
182297,6221826
222128,6221453
113274,6220965
752927,6219930
324144,6219627
747651,6219126
550818,6218703
554772,6218465
987016,6218270
381181,6218022
536704,6217525
414306,6217393
336972,6217337
527244,6217190
057629,6216586
955947,6215839
319059,6215195
026126,6214780
745581,6214050
872855,6213644
234074,6212239
410293,6212054
891387,6211908
210284,6211453
000490,6211364
568062,6211027
458157,6210925
101328,6210803
711973,6209523
960802,6209335
327313,6209260
368403,6209119
435998,6208385
203885,6208067
306704,6207455
872301,6206096
803747,6205425
590265,6205234
707527,6205093
307864,6203650
998127,6203490
823805,6203024
338749,6202388
421669,6202237
990713,6202044
123035,6201575
166381,6201561
752659,6200988
569592,6200880
893870,6200545
109763,6200436
001030,6199958
848239,6199468
067664,6199242
353903,6197296
939471,6196693
295235,6194479
079554,6194296
886580,6194248
457304,6193753
011448,6193059
373547,6192416
560632,6191965
372008,6191353
649953,6191345
999126,6191073
812841,6190731
150934,6188340
605650,6188104
780731,6186470
390712,6186055
603737,6186025
147839,6185602
047268,6185100
704525,6184934
959189,6184311
360834,6184023
602508,6183451
555163,6183148
991895,6183120
027518,6183066
171968,6182962
630221,6182276
234689,6182147
780020,6182109
354270,6182046
561172,6181796
140353,6181623
409110,6180923
633113,6180892
216575,6180547
374575,6179944
449417,6179774
167459,6179107
602857,6179079
214144,6178469
358615,6178305
723728,6177852
054959,6177550
406309,6177279
368934,6177268
671711,6177181
532703,6177036
071985,6176638
724760,6175954
266868,6175877
925443,6175063
432777,6174953
050144,6174847
763748,6173880
062950,6173189
058629,6173145
411829,6172814
583573,6172713
194849,6172556
712671,6172187
166410,6171787
847716,6171783
244455,6171554
384854,6170881
419345,6170478
668332,6170167
773071,6169854
317854,6169602
210937,6169531
025966,6169222
441253,6169007
650012,6168865
881722,6168469
670616,6167795
781835,6167676
133515,6167487
709480,6167474
834392,6167406
309547,6167344
795113,6166842
177266,6166655
637626,6166511
046127,6166075
177759,6165941
841866,6165916
605619,6165587
540298,6165369
281992,6165355
374813,6165150
269801,6164770
332400,6164282
679657,6162453
822891,6162345
852435,6161832
429299,6161753
792723,6161397
085943,6161034
616917,6159563
466183,6159110
799721,6158695
099140,6158458
776495,6158093
478649,6157520
104289,6157272
823276,6156908
958973,6156709
840503,6155293
255997,6153394
987624,6153379
514037,6153093
047174,6152957
085931,6152677
276700,6152617
595837,6152591
936085,6152074
362059,6152051
173984,6150956
318413,6150513
374598,6150257
815164,6149740
065794,6149665
446949,6149015
776469,6148994
996311,6148606
638144,6148143
460895,6147920
416384,6146192
339233,6146104
197904,6146093
699371,6145841
457635,6145427
114365,6144411
214086,6143990
681975,6143732
650775,6143704
672322,6143673
105786,6143574
991725,6142845
647313,6142092
903897,6140791
269523,6139668
643176,6139186
270287,6138311
956838,6137635
148396,6137468
056575,6137280
712492,6137240
694677,6136320
939880,6134562
303946,6134114
177533,6133827
038771,6133469
118724,6132750
911465,6130804
210591,6129340
431034,6128709
208031,6127670
653882,6127450
037737,6126898
546965,6125859
727676,6125439
388419,6125147
986790,6122809
512047,6122558
290291,6121849
236306,6120729
980763,6119574
256951,6119126
808381,6119119
525454,6118588
859924,6118150
789373,6116414
234319,6115217
703025,6113922
683290,6113916
783160,6113770
040976,6112461
679536,6112007
017148,6109697
361842,6108742
377142,6108229
051369,6108091
448005,6108087
828131,6108045
743925,6107169
531639,6106839
515743,6106792
421119,6106599
642111,6106598
859775,6106245
502539,6106054
244804,6105670
590262,6104657
725096,6104492
236076,6104285
572876,6103281
654204,6102810
332781,6102738
540184,6102680
810645,6102119
204052,6102018
358199,6101870
676538,6101856
042930,6101544
424336,6101276
492031,6101006
485144,6099610
043370,6099440
266719,6099172
908779,6099084
814239,6098667
059745,6098278
068425,6097782
136220,6097695
163907,6097625
797401,6097293
446975,6097220
752048,6097064
619038,6096910
516813,6096615
285280,6096575
521173,6096317
115196,6096216
412020,6095732
636760,6095553
960507,6095487
483896,6095110
665390,6094402
653454,6094264
048931,6093775
280436,6092655
673610,6092464
260703,6092051
278048,6091967
059404,6091241
405940,6091240
654149,6090805
266116,6089768
782741,6089601
125181,6088420
189006,6087727
065821,6087578
087042,6087457
921410,6087438
340542,6087400
958232,6086486
223955,6086409
417872,6086261
796964,6086176
797080,6085526
700952,6084789
684561,6084760
785531,6084202
411008,6084030
477339,6083310
305207,6082824
389070,6082261
492936,6081939
157666,6081740
077013,6081427
300095,6078552
334296,6078176
943630,6077735
076681,6077172
215807,6077132
575120,6077085
391021,6076729
961953,6076521
374353,6076507
636982,6076223
808634,6075902
759017,6075777
808364,6073908
418410,6073246
808042,6072970
500124,6072881
610041,6072742
320105,6072362
656917,6071703
920027,6070415
265686,6070125
662554,6069574
724107,6068809
594581,6068379
517138,6067895
436974,6067661
907428,6066535
399931,6065885
915425,6065743
167339,6065625
538167,6065357
881331,6064800
176262,6064780
125652,6064522
112716,6064403
108810,6064152
203241,6063734
943455,6062192
453377,6060880
764690,6060650
637266,6060590
290350,6060503
515493,6060438
539852,6059180
568306,6059073
279942,6059032
164911,6058177
180735,6057978
617339,6057203
685522,6057096
214293,6056974
411665,6056347
785104,6056074
493331,6055608
940193,6055525
209710,6053972
822148,6053278
057139,6053183
350327,6052927
652936,6052889
789198,6052369
277939,6051508
456843,6049830
968010,6049545
166286,6049432
159736,6049244
087167,6049144
090861,6049110
502691,6048687
346655,6047530
377010,6047399
493145,6045933
967867,6045749
286361,6045420
122430,6045083
281593,6044984
067422,6044468
822460,6044243
697503,6043719
541499,6043381
040731,6043220
387761,6042739
410526,6042274
258044,6042269
486007,6042088
983401,6041322
801521,6040652
687097,6038966
991101,6038876
457199,6038034
880513,6037978
251512,6037674
394266,6037624
081625,6037089
526232,6036707
067245,6036311
314605,6035384
163267,6035368
639611,6034814
384691,6034333
982974,6033930
468041,6033582
529482,6033509
315001,6033352
569011,6033051
354152,6033043
517333,6032741
514056,6032614
709611,6031151
555027,6030201
935358,6030042
465772,6029839
234519,6029760
317160,6029544
589749,6029290
837800,6029046
374418,6028305
108813,6028191
739680,6027075
168551,6026868
718001,6026801
304290,6026353
236248,6025656
477144,6025387
922066,6025365
816759,6024643
114484,6024211
161946,6024017
225740,6022876
821002,6022362
438735,6022182
259413,6021560
958415,6020804
282115,6020483
194749,6020303
250735,6020246
572542,6019467
664238,6019448
876987,6019325
093374,6019110
979395,6018958
830122,6018722
524932,6018428
175106,6018296
066912,6018199
717344,6018134
653947,6017999
828124,6017544
743815,6016995
789924,6016871
294180,6016598
589072,6016365
467385,6016114
169238,6015293
861216,6015289
068768,6014644
146963,6014618
686897,6014487
205725,6014299
341292,6013974
464375,6013771
877059,6013612
586815,6013215
307767,6012749
070574,6012604
969456,6012583
800501,6012567
805656,6012232
677658,6011990
182702,6011141
939253,6010807
069392,6010805
118898,6010574
699107,6010537
679493,6009844
322920,6009461
819086,6008577
845940,6008354
894629,6007929
300071,6007816
428563,6007134
394408,6006750
050835,6006481
713719,6005283
510353,6005171
694187,6005043
235559,6004544
225648,6004240
708753,6004213
322051,6004141
567722,6004084
408802,6004071
459401,6003925
270572,6003471
404338,6003413
955623,6002675
603534,6001775
640638,6000965
186235,6000950
895526,6000457
827630,6000128
054516,5998735
275766,5997401
074684,5996177
044837,5996143
625929,5995515
369424,5995409
423541,5995385
552183,5995279
335972,5994987
366126,5994824
514176,5993710
758514,5993707
875851,5993706
809085,5991327
304587,5991074
817052,5990592
458028,5990426
146735,5990200
501733,5989898
754973,5988767
536318,5988539
411338,5988120
637385,5987168
786091,5987083
553626,5986533
005533,5986096
925899,5985583
888152,5985455
896930,5985427
862357,5984790
022232,5984484
170490,5984098
297150,5982756
068716,5981746
998386,5981197
349440,5981024
613212,5980876
163720,5980695
150491,5980565
060477,5980500
285461,5979764
917099,5979620
922810,5979596
567041,5978811
685885,5978214
226799,5977449
871733,5977425
641487,5977335
621996,5976212
684349,5975383
131477,5975114
319613,5974457
585262,5974272
468037,5974125
114910,5973933
313006,5973847
652034,5973813
688127,5973752
059728,5973515
241256,5973422
590357,5973036
693585,5973022
021922,5972408
448821,5971684
824952,5970910
877530,5970660
263578,5970447
008860,5969496
282038,5968992
889425,5968865
084449,5968799
196250,5967518
524967,5967305
105513,5967180
750688,5967153
744296,5966627
501542,5966528
084590,5966395
744105,5966014
873196,5965581
593730,5965442
634235,5964975
972441,5964895
679761,5964512
654172,5964246
719014,5964141
065249,5963987
174187,5963973
081428,5963702
747390,5963507
166404,5962723
090553,5962702
834633,5962211
699806,5961269
424005,5960846
009536,5960704
037757,5960639
541689,5960172
155159,5959131
506041,5958616
854087,5956162
159845,5955672
151969,5955368
244621,5954986
273705,5954691
218241,5954634
428747,5954526
399478,5954419
809326,5953839
636832,5953753
742200,5953478
364033,5952233
573297,5951811
243331,5951743
399451,5951251
657614,5949734
262031,5949525
461354,5949399
978582,5949347
673593,5949154
391236,5949132
973593,5948903
564968,5948849
920753,5948778
936280,5947901
691072,5947795
450148,5947694
878932,5947644
334604,5947501
084317,5947446
232328,5946703
037040,5946667
968201,5946067
460565,5945439
722322,5945076
006272,5944514
955122,5944257
514958,5944044
430640,5943941
498289,5943880
229717,5943796
191004,5943248
351211,5942964
336876,5942838
938256,5942832
716388,5941656
386113,5940965
829660,5940335
970813,5940039
166035,5939608
983141,5938687
904255,5938593
911825,5937947
549554,5937471
574591,5937280
900046,5937169
928332,5936999
032699,5936186
968495,5935769
163124,5935593
857516,5935589
998241,5935111
953497,5934897
274510,5934868
001582,5934673
979168,5934563
376860,5934422
599891,5932983
275065,5932752
089562,5932372
000905,5931873
378158,5931822
362483,5931524
228261,5931280
730197,5930819
841194,5930100
323786,5929945
693237,5929943
571616,5929850
490371,5928616
766487,5927895
887528,5927023
274195,5926246
054645,5925356
307398,5924204
509139,5924081
601704,5923546
396023,5923509
384897,5923493
573262,5922201
685993,5921922
043818,5921673
425156,5921443
176921,5921248
244206,5921085
603505,5920748
258240,5920395
033095,5920265
229724,5919566
906614,5918858
535169,5918289
479195,5917775
723214,5917581
179787,5916151
968431,5915810
162199,5915227
897429,5914037
980593,5913406
844650,5913183
420232,5913094
760875,5912830
573454,5912569
632723,5911560
256670,5911220
813652,5911089
544688,5910546
814632,5910372
062561,5909435
993686,5909402
266475,5909181
040326,5908963
009190,5908958
637126,5908919
146884,5908846
241697,5908753
806911,5908451
165678,5908250
924202,5906881
013094,5906623
168911,5906209
605420,5904760
364051,5904391
002267,5903864
606764,5903225
234832,5901378
884993,5900662
087043,5900565
285947,5900353
438044,5899810
111203,5899777
770250,5898820
751334,5898156
561637,5898151
234205,5898015
304000,5897280
964445,5896791
840836,5896758
274965,5896565
428888,5895420
927437,5895160
724992,5894940
483526,5894931
441138,5894432
499262,5894419
094005,5894327
105518,5894069
572059,5893353
440847,5893332
077744,5893166
832520,5892775
916832,5892606
665371,5892549
261358,5892464
118027,5892168
346957,5891754
182147,5891426
246708,5890970
819745,5890429
091007,5890260
204275,5890250
520427,5890249
180393,5888468
658597,5888226
502786,5888053
712738,5888001
741084,5887969
906374,5887381
626861,5887180
286132,5886955
506103,5886767
776327,5886612
342963,5886195
085643,5885998
914301,5885858
788215,5884978
208261,5884671
366701,5883246
981437,5883226
356867,5882902
073306,5882716
318432,5881785
773874,5881765
258708,5881422
665843,5881020
948233,5880956
002221,5880688
063243,5880223
300180,5880130
544566,5879919
287583,5878635
603405,5878289
848105,5877284
650529,5877179
297246,5877149
577203,5877004
991293,5876815
990488,5876078
495183,5875693
739801,5875055
843664,5874773
860643,5874165
284877,5874052
390651,5873930
772852,5873819
101003,5873804
826840,5873187
014291,5872873
260296,5872814
065365,5872748
649354,5872562
330788,5871621
289108,5871370
750759,5870026
339534,5868449
880053,5867704
066990,5867519
049164,5867016
500841,5866793
727099,5866526
592674,5866149
879812,5866002
843404,5865897
414375,5865425
210928,5864280
888926,5863374
459686,5863163
248891,5862872
338351,5862620
877666,5862486
898514,5861380
777448,5860959
457449,5859986
124484,5859849
344706,5859357
894103,5859073
573015,5858879
575895,5858829
495438,5858821
359394,5858286
306701,5858255
356872,5858198
949993,5857727
236022,5857530
232773,5856966
621301,5856849
405575,5856830
021125,5856522
145723,5856144
978894,5855591
490907,5855446
128984,5854998
008691,5854906
678474,5854839
294110,5854376
047610,5854307
978414,5853441
141478,5853418
160315,5853091
872174,5852345
312669,5852046
494485,5851343
681067,5851175
739385,5851143
032549,5851087
131582,5850919
153388,5850272
939215,5849931
371247,5849518
582923,5849318
335240,5849269
362845,5847498
089877,5847235
025059,5847123
950280,5847115
029228,5847023
710485,5846839
610434,5846545
226996,5846533
713329,5846484
039659,5846391
109656,5845859
822011,5845733
561578,5845620
084606,5845296
799224,5845259
980425,5845099
461646,5844878
651826,5844771
404120,5843738
810264,5843134
758466,5842877
672913,5840826
020224,5840778
760888,5840590
083899,5840399
698753,5840384
270692,5839576
225400,5839135
465920,5839007
775244,5837582
459365,5837268
416598,5837192
626244,5837184
021013,5837036
553678,5836975
570394,5834356
486964,5834219
853584,5833705
410226,5833470
279924,5833368
966461,5833214
267404,5833122
910975,5832861
343064,5832836
489903,5832723
951133,5832475
564730,5832076
885818,5832061
082753,5831898
644036,5831348
085940,5830942
006098,5830600
688770,5829645
752181,5829104
691706,5828367
515177,5828298
061445,5827916
568476,5827879
986569,5827444
423263,5827358
478797,5827264
157296,5826297
791014,5826247
396005,5825583
157201,5825055
855419,5824927
200017,5824512
879222,5824263
423180,5824210
110899,5824109
448952,5824047
117072,5823565
388284,5823451
566759,5822817
508873,5822581
672371,5822454
658083,5822423
257037,5822407
470880,5822345
935084,5821856
428350,5821740
774371,5821714
996721,5821616
467804,5821391
954602,5820956
898139,5820887
702108,5820742
452350,5820430
324873,5820200
502882,5819910
409077,5819828
920703,5819286
583217,5819132
445465,5818596
820619,5818093
643649,5817198
908187,5816416
023683,5816157
486356,5815575
635386,5814978
847980,5814511
491744,5814116
546789,5814029
820713,5813605
780331,5813512
539030,5813044
478144,5812461
902418,5811772
373444,5811340
447048,5811146
008884,5810891
329686,5810703
125056,5809918
103529,5809750
724634,5809580
632693,5809074
219869,5808789
785879,5808551
754321,5808479
244083,5808140
740154,5808108
917657,5808073
648479,5807573
668503,5807386
236984,5807238
549286,5806619
450487,5806328
318047,5806109
260598,5806089
772382,5804080
375211,5803750
481912,5803069
619568,5802133
592846,5802059
657999,5801953
643760,5801842
941211,5801520
491388,5801363
886486,5800758
163113,5800466
943011,5800416
588013,5800330
404464,5800264
891073,5800090
994053,5799519
353027,5799229
229558,5798853
956989,5797966
095698,5797965
183712,5797868
286199,5797373
809845,5797057
614886,5796303
979319,5795646
988046,5794661
245982,5794140
841816,5792871
617156,5792612
478553,5792474
440015,5792056
968744,5791517
875896,5791315
776581,5791255
013261,5791099
477782,5791086
343264,5791048
774705,5790216
427851,5789771
961385,5789759
202900,5789282
159284,5789255
618986,5789012
414880,5788911
519660,5788378
112163,5788288
795017,5788272
983744,5788258
411509,5788220
967982,5788210
526383,5788093
631144,5787542
626664,5787298
060191,5787045
530435,5786846
319290,5786650
960523,5786296
492247,5786216
456660,5786188
820988,5785738
459804,5785727
705071,5785483
893691,5785358
311493,5784936
144075,5784369
669847,5784326
608703,5782430
496246,5782342
604623,5782070
560462,5782069
342185,5781930
699484,5781665
225706,5781275
143560,5780887
717651,5780725
576505,5780208
060766,5779798
461227,5779720
230311,5779539
878319,5779053
253924,5779038
135483,5778098
972209,5777555
604412,5777284
780616,5776115
372946,5775763
827314,5775245
443381,5774490
232705,5774301
732553,5773975
666800,5773957
080427,5773894
535158,5773770
191971,5772996
860260,5772401
509651,5771902
455365,5771856
689627,5771584
763262,5771243
402693,5771047
215777,5770604
350095,5769836
652359,5769011
940625,5768253
837248,5768181
624091,5767962
854828,5767840
207317,5766775
200388,5766757
511379,5765270
156156,5765064
823171,5764932
739140,5764780
330686,5763596
178556,5762524
815028,5762390
258262,5761977
014510,5761734
356099,5761577
880256,5761128
239893,5761111
718777,5760939
405473,5760647
543902,5760577
509451,5759943
998933,5759929
804230,5759420
867042,5759357
503369,5758935
700989,5758649
874424,5758086
887138,5757880
219785,5757791
220476,5757549
281825,5757331
108304,5757127
543278,5756562
604019,5756511
218405,5755871
584045,5755859
914898,5755484
664126,5755401
685913,5755389
348349,5755069
267218,5754933
994417,5754641
128624,5753756
381934,5753218
818573,5753097
422252,5752487
386504,5751741
585307,5751593
724124,5751142
252882,5751104
407113,5750831
031526,5750784
715024,5750695
347467,5750255
047801,5750239
547012,5749896
583716,5749411
128313,5749404
849205,5749360
791011,5749326
124644,5749288
003352,5749057
602638,5748813
731893,5747838
996553,5747791
476537,5747631
135853,5747395
867489,5747169
240158,5746935
428161,5746746
071146,5746623
399884,5746579
370335,5745686
720602,5743692
781135,5743354
369397,5742962
860299,5742793
207992,5742660
990075,5742274
858842,5742212
162970,5741855
933415,5741659
680216,5741648
609632,5741507
887123,5741361
883451,5740840
546179,5740831
272149,5740752
642839,5740725
282167,5740537
549247,5740483
028652,5740212
242223,5740051
323967,5739471
439296,5739397
627666,5739340
146629,5738315
615906,5738265
354963,5738125
583527,5737902
225043,5737575
337162,5736342
682945,5736296
250998,5735534
348971,5735153
444856,5734741
446020,5734534
156354,5734412
063608,5734343
479081,5733959
155331,5733805
969423,5733749
841041,5733245
940561,5732736
636836,5732577
559902,5731803
612643,5731680
028529,5731657
834599,5731217
268956,5731169
376269,5730578
591480,5730536
815331,5730180
046533,5729949
685546,5729702
815631,5728957
323096,5728939
342701,5728737
142359,5728441
988768,5728295
901982,5727974
830698,5727828
428653,5727784
287662,5727640
067891,5727107
085791,5726793
346306,5726189
051387,5725925
536311,5725332
206212,5725264
723443,5724906
867839,5724685
916007,5724451
923947,5724033
222862,5723991
811260,5723812
728959,5723436
623191,5723354
245079,5723060
944359,5722769
300127,5721315
875710,5721078
677003,5720952
206527,5720926
253100,5720522
134589,5719305
017045,5719214
044264,5719151
659359,5719098
377001,5718904
174080,5718599
635865,5718576
097993,5718032
861087,5717862
713377,5717707
565083,5716487
526037,5715675
972703,5715382
633201,5715174
375137,5715157
079050,5714156
654901,5713716
967138,5712978
666231,5711518
846126,5711170
899432,5709359
341260,5709185
186388,5709130
226023,5708925
258804,5708915
041035,5708674
069233,5708667
784351,5708362
657096,5707768
453434,5706967
578502,5706094
715892,5706075
334345,5705016
655722,5704653
486646,5704423
556312,5704213
845994,5702964
053449,5702797
137619,5702542
338816,5701387
221687,5701224
554088,5701185
678805,5700610
992300,5700013
547170,5699951
376349,5699799
694432,5699437
279569,5699125
854741,5698658
116193,5697753
511619,5697752
700942,5697689
157633,5697200
921427,5697111
059636,5696843
769658,5696756
935803,5696715
034862,5696223
167251,5696188
155052,5696101
338412,5695991
644748,5695719
199774,5695225
311033,5695114
489580,5695079
768274,5694889
079075,5694343
180279,5694197
936033,5694167
723778,5693966
874668,5693898
165242,5693870
415983,5693344
541598,5693343
304557,5693057
339615,5692932
589250,5692903
956565,5692849
576465,5692694
335794,5692526
879947,5691943
613293,5691237
534680,5690228
659497,5689371
935105,5689312
325076,5689177
821662,5689050
501580,5688949
537364,5688885
210199,5686778
169768,5686195
947526,5686165
280571,5685549
322630,5685337
010888,5684357
992296,5684108
396215,5683892
899104,5683531
725013,5683149
245290,5683074
940833,5682825
558960,5682783
957807,5682650
315906,5682296
743139,5682208
862897,5681844
093315,5681823
597796,5681661
941317,5681092
867766,5681020
396989,5680892
861130,5680852
640316,5680745
110938,5680306
329934,5680035
638576,5679837
642899,5679184
935048,5678129
152852,5677970
894956,5677391
483218,5676515
565776,5676326
844355,5676303
494921,5676295
285514,5676046
208303,5676007
882822,5675830
037385,5675632
516838,5674396
828132,5674089
423469,5673713
739638,5673476
866785,5672823
415184,5672603
043683,5671705
298040,5671666
701565,5671402
420998,5671021
135526,5670883
575522,5670867
527951,5670190
744566,5670153
436011,5669905
652252,5669825
976739,5669453
397521,5669444
492868,5669320
163499,5669177
932615,5668852
981097,5668662
092859,5668520
888072,5668445
171250,5667715
434259,5667660
316266,5667436
545025,5667206
456538,5666139
931345,5664777
271124,5664618
464678,5664490
477925,5664222
019756,5663952
309646,5663900
870050,5663760
254381,5663751
885815,5663633
410171,5663273
791012,5662920
408844,5662892
861421,5662487
567185,5662422
716179,5661596
830324,5661495
722429,5660555
915818,5660346
628201,5660174
627343,5659878
368233,5659624
624115,5659590
720915,5659558
051169,5659549
827843,5659027
440505,5659005
562452,5658951
123092,5658902
033087,5658649
884718,5658490
243572,5658318
233790,5658080
980190,5658014
952348,5657880
779382,5656414
377938,5656413
125115,5656386
528930,5656058
716549,5655682
649897,5655578
267830,5654660
670423,5654395
155735,5654147
671490,5653690
120940,5653606
453970,5653491
308064,5652872
640988,5652760
895408,5652608
945049,5652357
173114,5651718
581939,5651581
910990,5651277
716528,5651237
221428,5650752
980026,5650543
812157,5650371
510660,5649776
484429,5649377
867744,5649264
228152,5648902
856783,5648544
615278,5648150
332976,5647902
848384,5647756
427602,5647705
883919,5647577
165278,5647516
024081,5647349
118527,5647325
710756,5647307
353053,5647280
052873,5647133
156869,5646841
870420,5646767
428741,5646442
184766,5646336
957292,5646277
284957,5646265
208926,5646184
447595,5645825
853405,5645751
029965,5645682
618858,5645261
802029,5645153
604096,5644480
880734,5644189
651617,5644169
420138,5644106
583125,5644008
320290,5643929
395632,5643887
012010,5643817
066621,5643688
355362,5643639
143557,5642808
192091,5642710
288529,5642459
335019,5642069
878517,5641648
668902,5641638
451866,5641634
530809,5641584
393371,5640773
119189,5640670
238767,5640385
485998,5640210
456347,5639162
547156,5639032
139073,5638938
463436,5638920
973566,5638821
587472,5638282
256704,5638143
599691,5637843
310807,5637560
949493,5637555
902761,5637477
264668,5637095
774787,5636725
175001,5636653
800509,5636546
210254,5636393
692556,5635986
474911,5635814
583319,5635796
884753,5635705
521952,5635469
349640,5635368
712735,5635291
813922,5634876
714504,5634217
778083,5633836
772099,5633815
994558,5633552
184405,5632791
237882,5632740
551228,5632474
290304,5631588
898445,5631430
147381,5631406
052179,5631253
079146,5631118
424760,5630959
886038,5630949
262004,5630614
523967,5630523
030830,5630382
668016,5629353
803896,5629130
095471,5628861
697383,5628796
208859,5628642
661733,5628264
298578,5628159
951641,5628132
240921,5627789
524677,5626658
045012,5626644
742070,5626639
819742,5625981
387086,5625908
315606,5625515
431440,5625280
665185,5625072
329026,5625031
306230,5624077
121346,5623600
762286,5623282
279288,5623045
579990,5623026
011845,5622476
949551,5622398
550857,5621805
042726,5621795
909541,5621638
332013,5620958
151332,5620955
425705,5620863
766085,5620670
404307,5620631
875906,5620424
713843,5620187
910506,5620100
620192,5619976
707739,5619750
316678,5619130
570851,5618938
165550,5618766
260251,5618740
543224,5618438
433998,5618344
546021,5618279
491984,5617910
849265,5616817
229008,5616684
684812,5616679
384156,5616407
019439,5616242
902065,5616067
374719,5615773
714983,5615278
565292,5615169
111879,5615110
335009,5614893
169905,5614814
229850,5614522
157049,5614046
199151,5613823
528215,5613512
066788,5613410
269740,5613143
758907,5612965
133023,5612757
928906,5612546
817520,5612042
046005,5611562
971045,5611393
219179,5611211
521917,5611210
359293,5611192
662671,5610494
192764,5610362
238992,5609877
000018,5609863
955085,5609405
034549,5609002
310325,5608952
612243,5608690
319897,5608407
121702,5607993
249578,5606581
153569,5606506
498855,5606498
423103,5606390
562296,5606085
187116,5606004
094131,5605743
268901,5605465
260543,5605035
074373,5604963
558352,5604930
168730,5604558
222479,5604474
964881,5602451
347699,5602312
944451,5602304
493028,5602253
424167,5602149
055763,5602022
108862,5601979
977853,5601476
934416,5601441
038390,5601325
845034,5601222
793300,5601125
810574,5600333
756936,5600032
285967,5599978
979894,5599789
965056,5599616
728385,5599508
184386,5598763
480148,5598420
927380,5597967
917782,5597827
539604,5597256
230624,5596926
805730,5596841
574217,5596596
385183,5596509
467951,5595638
433662,5595357
294313,5595156
602441,5594865
491129,5593652
598531,5593557
682900,5593004
701269,5592636
793612,5592499
600034,5592110
616374,5591716
972346,5591208
049245,5591096
610243,5590797
364547,5590490
994664,5590343
308968,5589795
977481,5589741
147941,5589612
097713,5589453
900477,5589423
006665,5589252
529281,5589147
954823,5588990
043498,5588682
220367,5588562
228870,5588450
134809,5588263
765873,5588075
449940,5587524
177322,5587494
851697,5587470
419268,5587438
290372,5587366
770368,5587176
708714,5586987
292729,5586934
262920,5586851
496056,5586555
801818,5586364
564939,5586137
011282,5585932
340071,5585817
064486,5585795
634768,5585561
698662,5585554
454224,5585377
671928,5585330
918937,5585280
991152,5585182
926767,5584626
562770,5584565
437004,5584136
659614,5583935
035315,5583823
123295,5583524
122056,5583441
306368,5583055
993337,5581416
804397,5581170
227612,5580993
863013,5580840
126642,5580574
875428,5580254
966716,5580187
870481,5580027
075953,5579744
693459,5579573
848038,5579041
903479,5578914
766058,5578457
276605,5578456
999816,5578334
989968,5578201
789345,5578111
378378,5577826
518312,5577595
331996,5577244
159124,5577117
197718,5576908
316907,5576714
316067,5576495
587228,5576367
147425,5576173
409471,5575985
115223,5575794
273643,5575688
232694,5575669
844977,5575473
164444,5574535
332329,5574183
040613,5573884
549699,5573559
533980,5573543
746584,5573107
698907,5572395
380958,5572202
757587,5571037
790752,5570967
267101,5570596
663911,5570570
536134,5570369
461867,5570234
519362,5569999
828572,5569507
877935,5569432
215402,5569007
285407,5568996
030662,5568492
985837,5568409
333758,5567968
285255,5566641
006251,5566549
088440,5566372
782857,5565739
354165,5565706
289691,5565624
341832,5565401
228742,5565377
638520,5564869
182878,5564654
622221,5564587
397809,5564433
445749,5564334
659577,5564137
028169,5563871
080390,5563311
336883,5563285
438641,5563181
853880,5562527
856728,5561378
648247,5561249
171947,5561064
026836,5560559
406274,5560398
024801,5560278
729900,5560076
119208,5559991
724674,5559909
780971,5559642
912572,5559446
573614,5559169
767396,5558796
139396,5558690
885644,5558554
854772,5558500
483255,5558164
885675,5558061
471589,5557902
944411,5557706
864207,5557397
808780,5557274
297622,5557207
412539,5557072
302007,5556846
309904,5556660
237918,5556541
826743,5556436
959813,5556131
214697,5556108
093507,5555834
105528,5555754
733536,5555644
640583,5555541
133649,5555248
419806,5555237
336864,5554850
926499,5554524
495131,5554354
206768,5554331
543872,5554031
253841,5553898
526657,5553806
901974,5553626
875203,5553377
364195,5553261
334269,5553247
761850,5553195
375748,5552379
647508,5552336
824522,5552241
731374,5551834
468416,5551798
725713,5551754
723517,5551669
393996,5550513
786384,5550354
689474,5549786
374051,5549157
834636,5549125
168711,5548414
291946,5548192
793964,5547814
098895,5546894
049173,5546813
525978,5546710
774069,5546015
904158,5545993
902622,5545843
236937,5545739
634099,5545670
794786,5545665
372405,5545599
325198,5544215
806208,5543905
827668,5543802
082880,5543626
079130,5543405
478032,5543082
620647,5542905
214129,5542384
951937,5542276
929384,5542036
722992,5541345
714792,5540619
526444,5540143
669315,5540060
494275,5539912
766767,5539692
051028,5539581
992054,5538768
526188,5538681
076107,5538519
362490,5538304
881084,5538293
576923,5538286
585769,5538284
778525,5538144
261491,5537630
963232,5537496
600642,5536834
949447,5536587
366373,5536580
405432,5536423
275151,5536157
896886,5535783
251224,5535560
740442,5535526
932500,5535511
824768,5534924
516785,5534808
930789,5534730
596298,5534609
962772,5534033
885689,5533784
906063,5533769
411570,5533093
254792,5533038
076365,5532974
326952,5532887
803269,5532885
016046,5532865
590535,5532690
465116,5532293
593495,5531488
671774,5531216
483732,5531199
733852,5530847
