pattern,offset
62309113,1197839098
49331504,1197703622
18026885,1197624165
31903979,1197470900
07677694,1197381787
72088614,1197266786
02387235,1197228444
82888899,1197198366
41495564,1196704562
79391569,1196388688
43153167,1196283760
68921505,1196249688
25469843,1196177686
74718669,1196018680
59207540,1195746604
57399732,1195700520
51937992,1195676885
82241291,1194809634
51925063,1194291201
26087184,1194173379
98117258,1193976502
76763508,1193907841
53740203,1193811652
65647098,1193617022
42549000,1193605096
42049466,1193396667
33120550,1193392860
24525344,1193388422
43079432,1193249341
02958275,1193117651
93347301,1193060152
72564996,1193057970
80350078,1192867966
19301825,1192863218
89832946,1192773403
04037448,1192700202
40066435,1192655977
07816114,1192528995
15013668,1192435674
82142382,1192409123
85827394,1192403216
45568908,1192389021
26010130,1191866880
68416736,1191745349
69082962,1191613847
80288844,1191540719
58017271,1191230366
32394369,1191114169
27326857,1191100335
97303477,1190760379
94122554,1190704951
40518182,1190304636
58505557,1190238323
21789397,1189953839
94998759,1189897641
22181791,1189878339
50872594,1189569334
50045516,1189550234
84002886,1189398149
36091643,1189344525
16903256,1189332705
66669199,1189294372
24684836,1189095229
76657692,1188957463
84463636,1188857161
86851025,1188546705
12958083,1188063759
28176941,1188027770
84196841,1188023183
09288748,1187580568
32246227,1187498022
12104825,1187286949
87408296,1186691601
25375986,1186243124
10591356,1186221891
67551972,1186170391
65400915,1186091065
65824873,1186041738
21555607,1185937950
04457707,1185838291
46663433,1185816727
20648282,1185764290
58932913,1185762512
29879217,1185506733
42283449,1185504057
62790276,1185434210
36532245,1185343902
22763253,1185308916
59499724,1185283953
23229499,1185162997
21775783,1185041502
71043443,1185023110
13028725,1184856750
69828336,1184763754
52942953,1184684599
33403181,1184525996
69595797,1184285940
39140896,1184179649
41368611,1184086882
48028933,1184071824
04045364,1183849154
24793441,1183795013
10381927,1183766239
73653653,1183712821
09698663,1183642113
38785574,1183638636
38958793,1183440481
93982224,1183184199
87019147,1183157874
11127475,1182772669
51988351,1182612183
73187447,1182549258
93361058,1182441013
32403717,1182428481
19892983,1182365861
14459255,1181811918
67721499,1181639980
48262403,1181504672
59434862,1181337180
30666162,1181037576
94237165,1181004517
69577643,1180984449
57971315,1180973596
86113617,1180707125
90874795,1180694212
10465617,1180572756
92755110,1180477513
02559767,1180454709
12373507,1180413621
34372996,1180401549
74102360,1180057345
43627456,1180034964
82326186,1180018286
88701892,1180005881
34032120,1179661341
06302703,1179392330
24314876,1179331187
74519717,1179169076
70098529,1179132715
33711047,1179077338
70713705,1179039065
92493236,1178756096
99572006,1178700316
89620818,1178641043
67715749,1178450293
15052126,1178360656
77148966,1178248443
11732754,1178145010
18679870,1178026512
56442404,1177858427
91618371,1177695396
99111585,1177677922
84234700,1177644846
94909182,1177566682
13000400,1177538443
45554609,1177427570
58895586,1177216323
46446030,1177177146
30242283,1177003273
24745736,1176668469
62282184,1176595366
44267623,1176483463
56415420,1176352229
38817950,1176300244
97274190,1176149946
91673056,1176100704
03068672,1176004572
90625064,1175885859
53308649,1175875809
51567179,1175806666
70760724,1175522869
81770993,1175164566
28059051,1175104612
37129733,1175051322
31541781,1175004313
91543415,1174995494
82308050,1174971166
52782564,1174921978
21291342,1174854598
89561000,1174625963
69382874,1174402721
86300940,1174383104
19242646,1174298898
87870562,1174216434
80727701,1173865201
53297300,1173862665
59303368,1173859603
17102508,1173783108
96778545,1173697553
94335238,1173544048
31762540,1173542559
70451581,1173095389
69100046,1172987440
29969708,1172909300
72837661,1172481100
40523894,1172433260
77315348,1171837064
86894581,1171633660
52858487,1171615653
12356197,1170914136
08761726,1170815441
67394722,1170752125
60448147,1170740202
22637509,1170698459
79693028,1170621859
82127106,1170514975
31359286,1170423522
22185837,1170414601
44475991,1170203136
92146340,1170192039
05239509,1170157162
20509878,1170069293
33369293,1170063465
84168506,1169741716
94536768,1169702623
51760552,1169171495
16009454,1168974248
47472095,1168915370
26862047,1168657187
55557107,1168485450
44787238,1168258355
26937926,1168142805
71084755,1168132101
52448198,1167930829
14175365,1167894294
50145318,1167639436
46146631,1167610459
60753008,1167532227
41142214,1167416236
52854432,1167408285
58107834,1167320554
58267571,1167285408
51280084,1167105442
66677706,1166815740
07997845,1166712391
98585060,1166585153
58885551,1166584162
72538736,1166518911
92164852,1166428234
59788949,1166380698
42448860,1166338857
28591326,1166272135
45148311,1165943751
35244496,1165836586
85953918,1165793912
01060941,1165634198
74751957,1165594665
52345227,1165578482
18390724,1165546461
21079817,1165542303
33838238,1165372962
61453618,1165211746
81744025,1165099200
76289238,1164782613
52618696,1164174729
76420570,1164087409
29072540,1163988018
57867327,1163969292
31919440,1163944420
86679691,1163737657
92865122,1163573973
43953979,1163555625
04929183,1163045708
05390981,1162677223
68146375,1162618289
60221573,1162352247
21577431,1162325717
06217228,1162289715
52480820,1162027259
98204331,1161895303
69929865,1161887318
62606646,1161865429
69660581,1161483068
45933341,1161465663
79165344,1161427330
13170538,1161263821
07680237,1160978477
51945612,1160924463
57982869,1160830634
49675039,1160656814
76779662,1160613543
72665025,1160498648
11161111,1160406971
01140575,1160362506
79083925,1160065365
75546065,1159923358
81356439,1159649020
41604604,1159566490
81782511,1159497609
67820151,1159312177
81103101,1159273522
59163079,1159231942
69772395,1159222880
05233348,1159195040
48974553,1159113179
27422099,1158941765
13602580,1158903219
74885966,1158898899
60680240,1158831919
10357938,1158774282
16001944,1158749005
31773999,1158717727
88378202,1158696037
84287623,1158575656
52608319,1158418066
06961186,1158323606
49394662,1158297273
60290930,1158068613
49921668,1157997531
15401209,1157991039
03840636,1157893860
43922198,1157580101
75297815,1157553051
20345212,1157509464
54654270,1157493291
75634649,1157384684
91636134,1157356977
91810420,1157242267
84756327,1157176874
46946348,1156815464
38440619,1156500561
95687875,1156438734
36552171,1156361231
79975071,1156342277
22463288,1156188809
42307171,1155890003
27788769,1155834905
39201697,1155803830
84636507,1155617896
95277439,1155593426
59540628,1155538849
55648125,1155387138
28909622,1155296987
38703228,1155258567
15139358,1155137749
01885959,1155036722
08852566,1154989595
14331722,1154959831
27398885,1154907870
28940549,1154878832
68409670,1154821663
87564743,1154766025
81723660,1154687427
97435885,1154558324
79145183,1154483845
53767968,1154345962
07803168,1154095845
00417971,1154046404
58050349,1154031043
17940118,1154022713
29176209,1153966908
51276881,1153809758
68734344,1153624745
04655411,1153469521
68262105,1153268444
92774407,1153213581
09494306,1153210444
99321851,1153066633
19594653,1152899620
16224470,1152891002
48481736,1152872168
15507429,1152819897
49491988,1152692836
67975583,1152440144
77548425,1152179582
34886334,1152171147
75891009,1152161591
48796491,1152089117
33863463,1152024719
23584113,1151954327
57154718,1151948319
97818219,1151859426
72685248,1151794402
23988160,1151683496
25206973,1151624890
96279121,1151144054
17740585,1151073169
53785214,1151041092
53413546,1150964920
35320071,1150900047
68215605,1150824641
79274741,1150819685
86669090,1150584124
23685470,1150349012
00328534,1150304507
16981820,1150293309
76926078,1150249725
04343359,1150150187
48229390,1150014412
28481667,1149972546
17890288,1149739104
61789654,1149708601
95283748,1149677553
65305023,1149586030
88854366,1149575363
26680431,1149555480
79035135,1149523343
98344522,1149325751
00247886,1149119698
84369485,1148940439
05696739,1148836701
40752375,1148827947
06009849,1148782061
89188206,1148759569
79761541,1148642713
04786145,1148513158
45766806,1148423856
23588305,1148039675
44905143,1148028159
53643264,1148012266
07628798,1147963050
60419790,1147962980
50794652,1147839837
95818127,1147576199
13991964,1147570794
72800040,1147243902
13563766,1147111608
60247436,1147099693
04412201,1147099209
49634033,1146967180
44920401,1146963747
58512876,1146748098
66105617,1146733973
93543049,1146702644
69278666,1146631882
25859397,1146373270
38714326,1146299896
84002653,1146092036
31407190,1146088955
03390977,1145825385
61511348,1145822108
38950076,1145816626
12193271,1145754948
17181971,1145729576
94041723,1145702644
46002450,1145648574
36456143,1145541717
15796245,1145338605
32520241,1145325957
51457541,1145260166
21291131,1144880089
71767036,1144810474
90464392,1144752282
54323939,1144259634
99979847,1144201654
21232477,1144117639
86096262,1143927899
40127458,1143867811
13662150,1143802939
17630873,1143799447
35447854,1143758419
67000087,1143756735
13201022,1143655088
66814442,1143424523
05145104,1143406866
84587207,1143289409
69302203,1143085953
46107479,1142607063
24913732,1142485829
56748195,1142373334
79060991,1142158209
27181028,1141934932
09642007,1141854402
48500751,1141691491
27359355,1141684602
85655740,1141593564
08198923,1141505458
34404170,1141335388
16428195,1141263143
86014472,1141127198
69429644,1141060746
00353311,1141048103
30933597,1140884757
25934629,1140690557
99742228,1140632547
01885490,1140406633
54565426,1140079538
58754720,1139803129
39620185,1139783805
12498845,1139714554
02515712,1139711067
61657066,1139463444
59973546,1139316526
93492555,1139223577
14951323,1139005641
32186661,1138732770
69634973,1138408478
57257008,1138390283
25746223,1138254851
89550398,1138217483
01036695,1138008066
55251299,1137991672
22057769,1137954470
03905966,1137951695
03785286,1137899836
46236865,1137816268
44688848,1137799128
32233185,1137761034
08602205,1137759579
34017074,1137732103
04170485,1137601426
27750162,1137389645
66939146,1137328743
28321815,1137242250
85259931,1137117118
95373316,1137005634
06533830,1136949280
03086885,1136900112
72395326,1136863867
04479007,1136833566
53584952,1136817789
63598002,1136756184
28503503,1136730728
92313922,1136647295
49063897,1136632234
47958315,1136592346
76199549,1136553105
44352259,1136249113
30461966,1136110309
00690589,1135978402
40476109,1135729864
34509444,1135610447
31379680,1135507668
87765174,1135454056
87139334,1135440531
35556627,1135231619
95233458,1135012631
68210233,1135003299
56693444,1134941760
78047763,1134927656
33643893,1134902949
25675588,1134734388
01271509,1134589964
23005595,1134588600
69693123,1134448863
48454446,1134268160
81956373,1134162463
94257627,1134116989
68988796,1133962854
20987547,1133939868
40917551,1133736789
28693499,1133710041
78034179,1133693867
34353839,1133538076
20981995,1133246009
73018087,1133202231
83510514,1133073267
46011750,1133017212
28937352,1132674212
46819925,1132673734
79585830,1132643908
59692542,1132542966
75857073,1132532502
55310868,1132524600
20506902,1132514731
29976594,1132183989
92350392,1132136286
26352191,1132050911
66954866,1131902223
00765152,1131802886
78335055,1131739390
85667884,1131603890
17766598,1131467861
34915784,1131253932
38020884,1131238887
08468851,1131117256
55926200,1131033187
73800959,1131027716
22348859,1130909099
95222561,1130878226
00272723,1130772670
92046915,1130524702
08161744,1130148609
54243303,1130076120
33559023,1129807480
59498662,1129780051
96283735,1129762909
22105342,1129752105
23617401,1129659085
01850296,1129595386
42542639,1129531276
63255323,1128957787
32146363,1128938511
14529889,1128933895
14706667,1128780421
11378395,1128779085
92781633,1128665074
29267454,1128658148
86547755,1128640077
26790511,1128556047
51625693,1128433221
48280774,1128412929
39503620,1128337824
98042308,1128329072
19344441,1128260071
92835261,1128080568
67977032,1128019811
64467766,1127941357
36311522,1127713671
55738263,1127702754
66473295,1127509517
79334973,1127463831
23357122,1127309756
49044404,1127223963
77260530,1127207214
07745384,1127198091
36723287,1127174214
20367286,1126926302
58047302,1126899966
37293626,1126895797
38594078,1126879084
31309218,1126854374
47608392,1126684470
21522270,1126680154
98703028,1126625350
14040938,1126484353
94936055,1126475758
06251525,1126403277
60673842,1126183150
14501853,1126170144
22960695,1126131247
69382503,1126008386
27924648,1125942501
38675549,1125700425
62793687,1125574745
64897666,1124970785
77075350,1124854353
33156401,1124637145
47564746,1124613398
57054625,1124582507
55658249,1124578131
41637357,1124567576
96629247,1124534651
50834012,1124462062
53003337,1124337881
10884966,1124309570
84319971,1124307528
85296679,1124191130
00270470,1124142483
97431274,1124060221
78409322,1124031202
32976083,1123870261
80466312,1123850627
58536988,1123823340
16691131,1123726495
11607155,1123559173
21212922,1123547163
41176850,1123372215
56173127,1123317252
34630919,1123285295
10942411,1123204814
24881475,1123086948
29456403,1123081146
44131897,1123066089
33252547,1123029265
35887123,1122993604
70025158,1122918136
59459480,1122836170
63534740,1122796876
45337990,1122789188
48263567,1122651000
71335468,1122646851
71369379,1122639863
67683573,1122612872
89493025,1122599686
59853339,1122442325
00028485,1122374519
93632953,1122360231
66683896,1122118678
42709091,1122035881
92461565,1121671895
30877271,1121612665
33502767,1121561010
07643760,1121503014
24593125,1121408219
80922050,1121374728
49615315,1121357680
58872654,1121232519
50478445,1121199522
02017793,1121182448
38000649,1121118799
21850941,1121108986
14180385,1121068516
79812657,1120975378
37331221,1120931697
81494980,1120775284
68426814,1120752830
65082713,1120709601
30608011,1120709560
60478954,1120702444
56382682,1120688816
84920122,1120684109
58852948,1120572296
26976559,1120554409
87726387,1120532496
91434905,1120141729
42388097,1120084069
01765968,1120040800
28801628,1119983706
22116207,1119891727
15247899,1119799408
16506185,1119786178
88385596,1119599371
63883141,1119506157
81120426,1119440314
79614248,1119412834
32323426,1119327461
37531232,1119293241
26218830,1119197916
10860000,1119169219
71749263,1119145582
73457473,1119086607
94985266,1119041690
51375747,1119029634
63234195,1119022084
21215923,1119009360
93735420,1118938526
31736567,1118914569
87152472,1118818307
42816792,1118809808
55007005,1118741934
50288141,1118672002
09292133,1118660525
76675864,1118597470
26045264,1118556689
93230306,1118549422
54570274,1118428942
44317249,1118341365
20635370,1118274827
30936709,1118241421
43065110,1118085842
46333978,1118062611
04681315,1118019108
76391739,1117973941
34985665,1117945455
17210479,1117919586
86084761,1117913688
64510502,1117788899
86716126,1117775913
01360156,1117617897
94247983,1117595087
99728093,1117590230
29887770,1117486882
63140492,1117380793
42145795,1117378737
01782702,1117378185
25642274,1117357234
32645561,1117305031
24949452,1117259323
12698557,1117255757
62675650,1117248670
54951889,1117242756
50785159,1117001746
78295263,1117001551
06026108,1116949269
30833677,1116913811
91644385,1116842005
45235645,1116839494
01591439,1116753964
58320429,1116720506
17301906,1116221672
56224291,1116215322
19239492,1116163578
34371306,1116107545
33265155,1116069585
95001917,1116063760
97430861,1116002472
63425133,1116000538
14020342,1115959076
88145141,1115860514
51191583,1115841871
32194799,1115780108
38516028,1115730913
26429189,1115690783
63097552,1115497955
75103798,1115448276
90214709,1115413307
08966763,1115399847
13499489,1115302410
15853212,1115269080
09218856,1115235618
19984860,1115052335
53248719,1115045483
11781058,1114930556
21397981,1114817462
90217970,1114730834
27374665,1114607899
56992370,1114576272
48635384,1114513526
04432279,1114398508
67924649,1114169648
50610085,1114054907
17000871,1113995003
11690614,1113931272
33917047,1113835864
62663793,1113817274
07127061,1113760563
07048629,1113739907
41719728,1113701654
07713262,1113639979
69294398,1113608387
55090307,1113565063
77353238,1113474373
56781942,1113322339
32745059,1113300912
21841610,1113233634
74781947,1113193265
51646991,1113192411
90726105,1113153543
01149609,1113073483
06337903,1113033563
57146617,1112881889
55450235,1112822608
18301821,1112740504
22422757,1112692336
91732000,1112663892
56896468,1112663270
78755117,1112626107
49764009,1112359908
11354525,1112282345
42364177,1112234265
67915882,1112217213
65181481,1112162328
31846940,1112090626
70023519,1112010839
30543413,1111950133
18924535,1111928314
09855568,1111646009
42641200,1111591337
21485762,1111464863
26308384,1111427024
21987645,1111340746
71552138,1111264439
91888201,1111261110
77628809,1111198944
00431135,1111091111
77537360,1111061193
45856924,1110936576
42773977,1110926165
24005308,1110823570
54412043,1110551192
48540368,1110354528
51426003,1110318110
64060820,1110257085
21584940,1110249667
86403145,1110207883
69159289,1110139709
66922294,1110075106
08401994,1110048626
84883039,1110015768
53774203,1109753588
62567597,1109707610
19825422,1109642688
67878278,1109577619
00261980,1109524274
52340321,1109509095
54990541,1109381698
49977674,1109363014
13949310,1109348014
80214609,1109291421
78858986,1109236117
25134089,1109134567
58470475,1109127293
47608276,1109099983
07555247,1109089183
26717902,1108957348
27237980,1108890237
58462576,1108866483
79920287,1108805598
35208214,1108789358
00383026,1108739647
90033346,1108685220
61527278,1108646258
99201120,1108608514
74644724,1108419929
45295564,1108396616
33474434,1108365633
01699779,1108326335
85718408,1108220368
43217180,1108126534
63973574,1108059890
93399761,1108053303
44044595,1108048981
34849930,1107920729
19383143,1107909061
60210311,1107841313
43467408,1107837193
46493277,1107833376
26062372,1107799088
19187885,1107794709
44909562,1107665479
87229763,1107619892
21598906,1107520156
82461462,1107514856
95978283,1107378519
17547981,1107189254
69090114,1107078122
99403614,1107042070
72997727,1107021529
08915927,1106954072
21413138,1106939450
92586756,1106883625
14084505,1106835736
50856618,1106788475
85121611,1106716680
63075242,1106656074
58339059,1106531690
22289209,1106518146
48124482,1106485756
53720276,1106406540
82070119,1106405370
02935723,1106372139
95291899,1106264580
13808175,1106210461
93630481,1106205951
88092347,1106065438
86754735,1105970362
88443497,1105847270
64649423,1105833795
31049297,1105821768
99565679,1105800404
08891403,1105789493
10141090,1105752884
26102064,1105702478
71431372,1105657912
75435188,1105595879
63121022,1105470749
69772978,1105432690
34944194,1105430196
86069702,1105396425
21602354,1105133390
57986744,1105108640
36564051,1104870026
35452021,1104762984
96215893,1104721188
26660492,1104675345
78936085,1104668203
14317873,1104547501
60781190,1104517963
65566074,1104445731
77768613,1104444141
78679263,1104439261
