33394,1369559
22801,1146938
39648,1143128
17125,1113326
14523,1076560
36173,1059809
96710,1037340
40527,1016921
36748,967158
56255,958165
46775,952545
81764,942036
51253,931442
40346,928672
48173,918927
72449,917745
04421,912980
98031,900232
67501,889898
06740,883442
22066,877618
32013,873204
36800,868163
60885,864175
44355,849189
96874,844580
24550,839214
60192,835729
72382,832710
77897,831037
80076,827661
87837,824536
83919,814636
61214,811917
50190,809872
44444,808649
04344,808484
28359,799520
88030,798885
30267,798586
26515,788366
84696,787611
66322,786560
11492,784624
87065,784457
90816,783935
02035,782047
21901,781534
22282,779102
14728,778410
48549,776273
54260,775590
64833,771955
31980,768264
63144,767352
61978,762261
08384,758313
97772,755988
80170,755868
03005,751648
75296,750044
61775,749253
11922,747115
87329,746997
70168,746288
27315,742265
75633,734742
31640,732513
01069,731470
33653,729984
15320,728854
57531,722109
27629,718700
35569,715491
79977,713635
35119,711549
12664,710441
48404,709961
83346,708118
80036,707842
41802,707595
23647,707589
85805,707541
40212,705819
22365,705608
69926,705231
04835,704945
84705,703291
87282,703037
97275,702699
78707,702267
54843,700757
38538,699935
48044,698394
35293,696061
83768,694558
07829,693354
92289,692856
03043,691382
96065,690511
40956,689341
85399,689160
83007,687674
25263,687549
20520,686718
48324,686491
91432,685442
42313,685262
76061,683537
04751,683522
94518,682672
90570,682581
42702,678926
62726,675087
67290,673596
05555,672227
91083,669793
77404,668461
89170,668261
73169,667679
00611,666608
65763,666116
33996,662427
45619,662347
93645,661962
06168,661744
49695,661262
02471,660782
52634,659663
89473,656647
72821,656485
25196,655963
26004,655800
89234,654156
33859,654084
30877,653985
12306,652655
93040,652488
74497,651715
18728,651603
57888,651335
71958,650822
98804,650156
06786,649919
88005,649823
12655,648349
18974,646890
22295,645826
99324,645529
12684,645261
69896,644381
45018,643868
33923,642942
87512,642535
38093,642431
87657,640998
92132,640805
84116,639668
66647,638811
74729,638617
95637,638561
10040,637283
00625,637141
80823,637051
25667,636447
17040,636264
18341,635704
65180,635576
08773,635236
39826,634819
17151,633804
50134,633519
48124,633463
63400,632583
76381,632318
61746,632120
98712,631112
10998,630688
83615,630123
15983,629798
84567,629743
59103,629661
20269,629563
55264,628818
69576,627956
08622,627434
16186,626779
37435,626343
96219,626097
79460,626053
66269,625588
11726,625326
51142,624874
22835,624725
47905,624561
48094,624009
00722,623950
16475,622556
06686,622028
79118,622008
49686,620583
16174,620395
49876,619433
19049,619291
64727,619063
64376,618487
20770,618442
86107,618346
19671,617869
75151,617843
68880,617581
11387,617160
32254,617040
28604,616940
33642,616189
92148,615550
52025,615194
01401,614315
57720,614107
52232,614033
97914,613207
23548,613169
03335,613054
24000,612043
79152,611468
26289,610959
42926,610904
21012,610611
27798,610128
22377,609687
90207,609340
22741,608952
34044,608454
93154,607819
45044,606882
53786,606785
87702,606520
51434,605909
15722,604481
85082,604409
11810,604383
88243,604218
27231,603478
72930,603303
17935,602822
87415,602804
44713,602662
43481,602526
45009,601567
29077,600473
33865,600021
26394,599060
22638,599003
55217,598644
19816,597971
50022,597716
68072,597668
20678,597409
17782,596742
79544,596510
68974,596179
51837,595695
32135,595154
39786,595014
77971,594968
00075,594958
14519,593959
92054,593612
65943,593313
24515,593161
17106,593027
55328,592681
27306,592081
72989,591224
36455,590976
11039,590078
65857,589763
05453,589605
20968,589493
70957,589360
39903,589182
52760,589114
24902,588207
81731,588025
23451,587927
00400,587698
11731,587016
26713,586791
95361,585718
22004,585335
54172,583844
57767,582351
16683,581971
49496,581959
55752,581212
68031,581010
92758,580556
95400,580385
66485,580128
36270,579997
78294,578986
68175,578951
56662,578678
15894,578138
14659,578113
72677,577817
30289,577777
18756,577538
22650,577428
66468,576973
31463,576018
15090,575875
42212,574595
29994,574591
36678,574586
34316,574283
86491,574030
62264,573569
03983,573281
17551,572639
20264,572628
76824,572609
04004,572446
31430,571995
95759,571892
71700,571854
31924,571713
24397,571665
06440,571639
16584,571155
43707,571124
28205,570966
86197,570559
46313,570183
74597,570049
41087,569768
01456,569469
25446,569047
42842,568900
53911,568287
09459,568232
82173,567527
98242,567496
56835,567237
83374,567008
80511,565661
53146,565480
23003,565376
67732,564863
68891,564799
60046,564395
26925,564361
38699,563694
20597,563589
53129,563474
28335,563141
98129,562871
10405,562764
41162,562400
32863,562092
40309,561271
72495,560945
38348,560926
09959,560707
41923,560658
12863,560460
94197,559482
30066,558814
70435,558800
03116,558579
11755,557910
55234,557500
78914,557374
79729,557246
06657,557195
34473,556611
70473,556464
16812,556421
85747,555969
53412,555688
20496,555658
85905,555285
15425,554874
34357,554400
36422,554054
40357,554019
90954,553677
95372,553214
32537,553131
99760,552711
00809,552447
20566,552381
06954,552218
35334,552208
81756,551846
28168,551294
88935,550592
58102,550479
07610,550471
85167,550315
54839,549921
40037,549801
33335,549713
24302,549667
23291,549635
34569,549628
97556,549519
92033,549443
80906,549355
61404,549074
29318,548930
05855,548685
43155,547895
42634,547596
76298,547299
78620,546766
40214,545757
99290,545456
92347,544649
80475,544315
18848,543824
03103,543807
24361,543757
63647,543324
37761,543145
34481,543137
97129,542730
76900,542349
59837,541523
30830,541079
11873,541051
56750,540830
69097,540717
08659,540663
27970,540322
63160,539556
29201,539472
48750,539437
59832,539076
09985,537996
91867,537697
75258,537617
83549,537508
85852,537481
35813,537416
85972,536842
33497,536133
93861,535335
73377,535134
90025,534836
94821,534748
26963,534570
15577,534492
18173,534453
37514,534405
79615,533924
01184,533563
36578,533138
05877,533014
75627,533005
26164,532728
45258,532688
81691,532561
62255,532000
28368,531611
03708,531542
91955,531399
65259,531051
13731,531046
88051,530729
91701,530449
69967,530038
43200,529181
07930,528730
00450,528150
39872,527858
33884,527683
49379,527659
72969,527379
04732,527350
08473,527239
94503,527197
02907,526333
67682,526045
66097,525904
76066,525901
61662,525760
