01,166
02,31
03,84
04,269
05,49
06,70
07,64
08,76
09,53
10,48
11,93
12,147
13,109
14,0
15,2
16,39
17,94
18,423
19,36
20,52
21,92
22,134
23,15
24,291
25,88
26,5
27,27
28,32
29,185
30,63
31,136
32,14
33,23
34,85
35,8
36,284
37,45
38,16
39,42
40,69
41,1
42,91
43,22
44,58
45,59
46,18
47,118
48,86
49,56
50,30
51,47
52,171
53,7
54,190
55,129
56,209
57,403
58,9
59,3
60,126
61,218
62,19
63,311
64,21
65,6
66,116
67,97
68,604
69,40
70,95
71,38
72,138
73,298
74,55
75,46
76,568
77,558
78,65
79,12
80,83
81,66
82,51
83,25
84,17
85,170
86,73
87,304
88,33
89,10
90,246
91,248
92,4
93,13
94,57
95,29
96,179
97,11
98,79
99,43
00,306
