1075656,166100499
4959146,165645773
8233585,147855607
2913491,146995256
0701317,146947190
1855562,141559717
5269705,141064472
1744372,140923105
9478280,138407398
0086271,136671392
9976966,136274594
2441368,135873987
9271903,135224163
6479888,135131879
4702552,134753100
2933625,132630763
0725836,131892960
7782596,131228628
2771871,131133249
2457622,130795554
2756786,130403873
4582104,130119054
2976660,130071989
9529235,129341988
1111723,129172513
2419982,128666794
4978232,128485363
8231923,128323037
4465297,128303587
8148425,127820648
3947701,127654640
8403957,127484568
6448512,127419625
4492891,127154767
6698164,126815440
7954415,126023262
5844552,125949864
9239567,125798441
1987958,125133382
9963740,125069131
8258326,124514907
1237682,124379859
2222373,123871372
9776060,123693107
6715612,123687787
1631460,123134274
3259875,122907772
9106618,122654103
3557327,121867113
9133260,121647496
6196084,121582329
1784278,121369534
7936491,121336980
5821989,120957470
5034568,120579678
5226588,120473410
7074479,120384090
6912640,120381121
9024702,120270267
2837621,120262992
2698351,120094858
2749441,119854366
8260711,119801837
4667139,119721870
5041843,119699906
2091797,119612933
6695008,119541315
8567935,119452437
2583265,119074314
6299305,118974226
3813488,118889774
1370638,118562263
1344532,118285216
9838128,118244692
8226915,118190279
5069171,118107694
1585768,117969404
9674231,117891558
4847308,117663905
6786166,117342353
8758898,117292587
1500488,117074408
8508944,116969584
7281537,116749744
0876858,116710794
4796861,116702407
6678389,116646597
7316932,116616053
7871269,116529686
5185145,116510169
4140900,116430188
4402826,116391413
5793976,116372775
9582130,116334965
8130692,116272375
1396111,116160481
5159116,116079658
3211644,115912172
7712211,115832713
5856721,115688857
1619551,115670519
9282683,115507616
7072161,115494240
0393545,115404858
7670026,115247507
9253929,115224265
4201901,115189869
8225925,115055345
4856075,115037581
9130396,115021367
3482870,115003950
6398870,114945195
6003976,114815318
8597140,114811273
5056837,114769883
2887540,114743342
0294997,114720056
0094492,114675710
1518761,114619383
2360911,114618962
9357162,114538187
3062769,114461136
4238022,114447042
1683672,114433259
9479870,114340600
1807813,114311225
4178927,114053259
2611849,114001991
8080183,113992517
7745600,113881169
3953050,113745689
6799257,113714568
5661349,113712928
1819754,113649640
4617430,113629692
9832611,113592045
1952562,113555413
3370364,113551513
0442030,113491409
