pattern,offset
486,265
603,262
346,260
234,259
692,257
669,256
856,254
485,253
456,250
145,249
914,248
091,247
909,246
190,245
201,243
120,242
712,241
271,240
527,239
652,238
165,237
316,236
831,235
783,234
678,233
867,232
786,231
378,230
337,229
233,228
648,225
564,224
475,222
847,221
612,218
461,217
344,215
334,214
933,213
593,212
659,211
665,210
566,209
756,208
975,207
109,205
810,204
881,203
428,201
442,200
196,197
819,196
381,195
038,194
303,193
930,192
493,191
549,190
954,189
895,188
489,187
948,186
294,185
229,184
622,183
644,180
964,179
596,178
559,177
555,176
055,175
110,173
521,171
852,170
385,169
193,167
019,166
701,165
270,164
027,163
102,162
410,161
450,156
745,155
174,154
111,152
811,151
481,150
848,149
284,148
128,147
812,146
081,145
408,144
940,143
594,142
359,141
725,138
172,137
317,136
231,135
223,134
822,133
505,130
550,129
955,128
095,127
609,126
460,125
446,124
844,123
938,121
093,120
709,119
470,118
647,117
664,116
066,115
306,114
823,112
282,111
328,110
132,109
513,108
651,107
865,106
086,105
808,104
480,103
148,102
214,101
821,100
982,99
798,98
679,97
067,96
706,95
170,94
117,93
211,92
421,91
342,90
534,89
253,88
825,87
482,86
348,85
034,84
803,83
280,82
986,79
998,78
899,77
089,76
208,75
620,74
862,73
286,72
628,71
062,70
406,69
640,68
164,67
816,66
781,65
078,64
307,63
230,62
923,61
459,59
445,58
944,57
494,56
749,55
974,54
097,53
209,52
820,51
582,50
058,49
105,48
510,47
751,46
375,45
937,44
993,43
399,42
939,41
693,40
169,39
716,38
971,37
197,36
419,35
841,34
884,33
288,32
028,31
502,30
950,29
795,28
279,27
327,26
832,25
383,24
338,23
433,22
643,21
264,20
626,19
462,18
846,17
384,16
238,15
323,14
932,13
793,12
979,11
897,10
589,9
358,8
535,7
653,6
265,5
926,4
592,3
159,2
415,1
141,0
